Local_CORNERS_AF_AVG,Local_CORNERS_EC_AVG,Visitante_CORNERS_AF_AVG,Visitante_CORNERS_EC_AVG,Local_ST_AF_AVG,Local_ST_EC_AVG,Visitante_ST_AF_AVG,Visitante_ST_EC_AVG,FACTOR_LOCAL,CORNERS_TOTAL_PARTIDO
3.4000000000000004,6.199999999999999,6.199999999999999,3.4000000000000004,11.8,13.75,13.75,11.8,1,10
4.8,4.5,4.5,4.8,10.350000000000001,14.9,14.9,10.350000000000001,1,9
5.2,4.9,4.9,5.2,16.6,12.649999999999999,12.649999999999999,16.6,1,13
6.1,4.0,4.0,6.1,13.5,9.65,9.65,13.5,1,11
3.6,4.7,4.7,3.6,14.05,15.2,15.2,14.05,1,6
6.2,4.0,4.0,6.2,15.350000000000001,13.4,13.4,15.350000000000001,1,17
3.7,4.6,4.6,3.7,10.149999999999999,13.450000000000001,13.450000000000001,10.149999999999999,1,7
5.5,6.300000000000001,6.300000000000001,5.5,11.55,14.2,14.2,11.55,1,11
3.8,5.0,5.0,3.8,12.0,13.7,13.7,12.0,1,11
5.6,4.7,4.7,5.6,13.95,11.3,11.3,13.95,1,6
3.4,5.8,5.8,3.4,9.7,17.1,17.1,9.7,1,10
4.7,3.8000000000000003,3.8000000000000003,4.7,15.0,10.75,10.75,15.0,1,9
4.1,5.6,5.6,4.1,14.350000000000001,13.8,13.8,14.350000000000001,1,12
4.5,5.9,5.9,4.5,12.6,11.45,11.45,12.6,1,10
6.2,5.2,5.2,6.2,15.350000000000001,12.4,12.4,15.350000000000001,1,7
5.6,4.4,4.4,5.6,12.2,15.399999999999999,15.399999999999999,12.2,1,11
5.9,3.8,3.8,5.9,16.75,11.0,11.0,16.75,1,6
5.5,3.0999999999999996,3.0999999999999996,5.5,12.45,10.35,10.35,12.45,1,6
3.8,5.4,5.4,3.8,12.149999999999999,15.2,15.2,12.149999999999999,1,11
4.0,3.5999999999999996,3.5999999999999996,4.0,13.05,10.55,10.55,13.05,1,3
3.9000000000000004,5.4,5.4,3.9000000000000004,13.15,14.649999999999999,14.649999999999999,13.15,1,7
4.9,6.0,6.0,4.9,10.3,15.649999999999999,15.649999999999999,10.3,1,10
4.8,4.6,4.6,4.8,11.899999999999999,12.7,12.7,11.899999999999999,1,13
5.0,3.6,3.6,5.0,14.65,10.45,10.45,14.65,1,11
3.9,6.0,6.0,3.9,8.7,17.25,17.25,8.7,1,3
6.699999999999999,4.7,4.7,6.699999999999999,19.35,12.3,12.3,19.35,1,6
4.3,5.3,5.3,4.3,12.95,11.6,11.6,12.95,1,10
3.9,5.7,5.7,3.9,8.7,15.149999999999999,15.149999999999999,8.7,1,11
5.8,2.9,2.9,5.8,14.1,9.35,9.35,14.1,1,7
5.1,6.1,6.1,5.1,11.899999999999999,16.8,16.8,11.899999999999999,1,13
4.5,4.4,4.4,4.5,12.899999999999999,12.2,12.2,12.899999999999999,1,11
3.8,4.5,4.5,3.8,16.25,13.25,13.25,16.25,1,7
5.6,5.5,5.5,5.6,14.950000000000001,11.399999999999999,11.399999999999999,14.950000000000001,1,5
5.4,3.5,3.5,5.4,15.75,10.55,10.55,15.75,1,11
4.3,4.9,4.9,4.3,13.25,16.950000000000003,16.950000000000003,13.25,1,10
3.4,5.1,5.1,3.4,12.35,18.2,18.2,12.35,1,11
5.6,4.5,4.5,5.6,15.299999999999999,11.399999999999999,11.399999999999999,15.299999999999999,1,11
3.5999999999999996,6.1,6.1,3.5999999999999996,10.75,13.649999999999999,13.649999999999999,10.75,1,8
3.7,5.8,5.8,3.7,10.25,13.8,13.8,10.25,1,17
5.6,3.3,3.3,5.6,11.0,11.15,11.15,11.0,1,10
4.2,4.2,4.2,4.2,12.7,11.25,11.25,12.7,1,12
5.199999999999999,3.4,3.4,5.199999999999999,15.700000000000001,10.850000000000001,10.850000000000001,15.700000000000001,1,7
5.9,5.2,5.2,5.9,13.3,12.55,12.55,13.3,1,15
6.199999999999999,4.1,4.1,6.199999999999999,15.95,10.75,10.75,15.95,1,14
4.7,5.9,5.9,4.7,10.65,16.4,16.4,10.65,1,11
6.4,4.300000000000001,4.300000000000001,6.4,14.75,11.5,11.5,14.75,1,5
4.9,4.1,4.1,4.9,11.75,13.649999999999999,13.649999999999999,11.75,1,11
4.2,6.9,6.9,4.2,10.55,14.95,14.95,10.55,1,8
4.0,3.9000000000000004,3.9000000000000004,4.0,14.45,11.55,11.55,14.45,1,14
5.4,2.8,2.8,5.4,12.3,12.5,12.5,12.3,1,2
3.8,5.1,5.1,3.8,11.55,12.75,12.75,11.55,1,16
3.8,5.6,5.6,3.8,13.6,13.75,13.75,13.6,1,13
4.6,5.9,5.9,4.6,13.5,12.399999999999999,12.399999999999999,13.5,1,13
4.4,3.9000000000000004,3.9000000000000004,4.4,16.45,10.05,10.05,16.45,1,12
4.5,3.8,3.8,4.5,12.9,14.149999999999999,14.149999999999999,12.9,1,6
4.9,4.6,4.6,4.9,12.95,10.1,10.1,12.95,1,12
4.9,5.3,5.3,4.9,13.75,12.350000000000001,12.350000000000001,13.75,1,10
5.7,4.9,4.9,5.7,12.899999999999999,12.9,12.9,12.899999999999999,1,11
4.3,5.4,5.4,4.3,10.85,13.45,13.45,10.85,1,11
4.4,6.9,6.9,4.4,11.4,14.85,14.85,11.4,1,7
5.6,4.800000000000001,4.800000000000001,5.6,13.8,12.8,12.8,13.8,1,11
5.3,5.0,5.0,5.3,15.7,11.45,11.45,15.7,1,6
5.4,3.9000000000000004,3.9000000000000004,5.4,12.65,11.05,11.05,12.65,1,14
4.0,4.2,4.2,4.0,10.0,14.9,14.9,10.0,1,6
3.6,6.5,6.5,3.6,10.95,13.55,13.55,10.95,1,9
5.4,5.0,5.0,5.4,14.0,10.0,10.0,14.0,1,10
4.7,6.1,6.1,4.7,13.1,12.7,12.7,13.1,1,5
6.7,4.6,4.6,6.7,13.15,14.5,14.5,13.15,1,11
4.4,5.4,5.4,4.4,11.05,12.0,12.0,11.05,1,10
4.0,4.5,4.5,4.0,13.399999999999999,13.8,13.8,13.399999999999999,1,10
4.5,3.8000000000000003,3.8000000000000003,4.5,12.950000000000001,12.3,12.3,12.950000000000001,1,14
6.0,3.5,3.5,6.0,12.8,9.5,9.5,12.8,1,11
5.800000000000001,5.0,5.0,5.800000000000001,14.05,13.95,13.95,14.05,1,9
4.3,4.2,4.2,4.3,11.5,14.45,14.45,11.5,1,7
3.6,6.6,6.6,3.6,10.45,15.05,15.05,10.45,1,9
3.9000000000000004,5.9,5.9,3.9000000000000004,12.75,10.35,10.35,12.75,1,9
5.6,4.5,4.5,5.6,14.45,14.95,14.95,14.45,1,7
3.9000000000000004,4.0,4.0,3.9000000000000004,10.05,13.75,13.75,10.05,1,11
4.4,5.1,5.1,4.4,10.5,15.35,15.35,10.5,1,6
6.6,2.1,2.1,6.6,15.549999999999999,8.95,8.95,15.549999999999999,1,9
6.199999999999999,5.3,5.3,6.199999999999999,13.45,12.0,12.0,13.45,1,11
5.1,6.5,6.5,5.1,10.7,13.2,13.2,10.7,1,10
6.699999999999999,3.8,3.8,6.699999999999999,13.8,8.55,8.55,13.8,1,9
4.3,4.2,4.2,4.3,10.8,13.1,13.1,10.8,1,3
4.4,7.199999999999999,7.199999999999999,4.4,12.2,13.8,13.8,12.2,1,13
5.2,4.9,4.9,5.2,14.15,10.3,10.3,14.15,1,16
4.0,5.5,5.5,4.0,12.85,14.5,14.5,12.85,1,9
4.1,5.5,5.5,4.1,11.85,14.75,14.75,11.85,1,4
4.199999999999999,5.7,5.7,4.199999999999999,11.3,12.45,12.45,11.3,1,5
5.2,5.1,5.1,5.2,12.35,14.25,14.25,12.35,1,11
5.4,5.5,5.5,5.4,12.0,10.649999999999999,10.649999999999999,12.0,1,4
6.2,3.7,3.7,6.2,14.55,12.6,12.6,14.55,1,10
6.0,4.5,4.5,6.0,12.25,9.8,9.8,12.25,1,11
4.199999999999999,4.8,4.8,4.199999999999999,12.75,10.65,10.65,12.75,1,6
4.4,4.8,4.8,4.4,10.55,13.399999999999999,13.399999999999999,10.55,1,12
4.6,3.3,3.3,4.6,12.45,14.350000000000001,14.350000000000001,12.45,1,11
3.9000000000000004,6.0,6.0,3.9000000000000004,11.3,14.3,14.3,11.3,1,8
4.9,4.0,4.0,4.9,14.75,13.6,13.6,14.75,1,9
6.3,5.1,5.1,6.3,15.25,9.7,9.7,15.25,1,8
4.4,4.199999999999999,4.199999999999999,4.4,10.8,15.3,15.3,10.8,1,5
5.1,5.2,5.2,5.1,14.1,10.7,10.7,14.1,1,8
3.7,5.5,5.5,3.7,10.55,13.8,13.8,10.55,1,14
3.5999999999999996,4.6,4.6,3.5999999999999996,13.0,10.5,10.5,13.0,1,5
5.699999999999999,4.0,4.0,5.699999999999999,13.55,12.25,12.25,13.55,1,18
4.0,4.800000000000001,4.800000000000001,4.0,9.8,12.15,12.15,9.8,1,9
4.0,6.4,6.4,4.0,10.95,13.6,13.6,10.95,1,8
3.3,3.7,3.7,3.3,10.6,14.5,14.5,10.6,1,16
5.3,4.7,4.7,5.3,12.7,13.25,13.25,12.7,1,19
4.7,4.300000000000001,4.300000000000001,4.7,12.3,11.4,11.4,12.3,1,13
4.800000000000001,4.1,4.1,4.800000000000001,12.35,12.35,12.35,12.35,1,5
4.5,5.7,5.7,4.5,12.65,12.05,12.05,12.65,1,9
6.0,3.8,3.8,6.0,14.25,11.85,11.85,14.25,1,15
3.5,4.5,4.5,3.5,12.4,12.100000000000001,12.100000000000001,12.4,1,9
3.0999999999999996,5.5,5.5,3.0999999999999996,9.55,15.0,15.0,9.55,1,7
4.1,4.7,4.7,4.1,11.95,10.3,10.3,11.95,1,7
4.8,3.8000000000000003,3.8000000000000003,4.8,14.0,12.55,12.55,14.0,1,9
4.1,5.1,5.1,4.1,12.75,12.350000000000001,12.350000000000001,12.75,1,12
5.300000000000001,4.5,4.5,5.300000000000001,12.9,12.1,12.1,12.9,1,14
7.1,4.3,4.3,7.1,14.45,11.05,11.05,14.45,1,10
3.9,4.8,4.8,3.9,12.65,10.899999999999999,10.899999999999999,12.65,1,11
6.1,5.7,5.7,6.1,12.25,12.4,12.4,12.25,1,12
6.1,4.4,4.4,6.1,11.45,12.8,12.8,11.45,1,14
3.6,4.7,4.7,3.6,12.35,14.850000000000001,14.850000000000001,12.35,1,8
4.8,3.9,3.9,4.8,13.899999999999999,10.600000000000001,10.600000000000001,13.899999999999999,1,12
6.0,3.2,3.2,6.0,13.55,9.55,9.55,13.55,1,9
4.0,4.5,4.5,4.0,11.6,12.45,12.45,11.6,1,9
3.8,5.1,5.1,3.8,9.75,13.35,13.35,9.75,1,6
4.4,4.699999999999999,4.699999999999999,4.4,10.45,14.100000000000001,14.100000000000001,10.45,1,13
4.2,7.6,7.6,4.2,11.0,15.7,15.7,11.0,1,13
5.6,5.4,5.4,5.6,13.55,10.75,10.75,13.55,1,12
5.9,4.5,4.5,5.9,14.399999999999999,11.399999999999999,11.399999999999999,14.399999999999999,1,15
7.0,3.0,3.0,7.0,14.45,11.4,11.4,14.45,1,10
3.2,6.9,6.9,3.2,11.45,15.25,15.25,11.45,1,9
4.0,3.4000000000000004,3.4000000000000004,4.0,13.45,9.100000000000001,9.100000000000001,13.45,1,9
7.1,4.9,4.9,7.1,14.95,9.45,9.45,14.95,1,5
3.1,6.2,6.2,3.1,8.2,17.15,17.15,8.2,1,14
3.2,8.9,8.9,3.2,9.6,16.299999999999997,16.299999999999997,9.6,1,6
6.300000000000001,4.6,4.6,6.300000000000001,13.65,12.45,12.45,13.65,1,8
3.5,4.6,4.6,3.5,11.4,13.6,13.6,11.4,1,4
8.5,3.6,3.6,8.5,16.65,9.0,9.0,16.65,1,9
5.800000000000001,5.5,5.5,5.800000000000001,12.95,12.95,12.95,12.95,1,11
5.9,4.0,4.0,5.9,13.2,11.2,11.2,13.2,1,5
3.4000000000000004,5.0,5.0,3.4000000000000004,11.35,14.200000000000001,14.200000000000001,11.35,1,11
3.8,5.8,5.8,3.8,11.1,12.799999999999999,12.799999999999999,11.1,1,16
5.2,4.6,4.6,5.2,10.45,11.95,11.95,10.45,1,10
3.7,8.4,8.4,3.7,10.8,16.7,16.7,10.8,1,11
4.4,4.0,4.0,4.4,12.5,10.55,10.55,12.5,1,11
5.7,5.6,5.6,5.7,13.45,12.8,12.8,13.45,1,10
7.199999999999999,3.7,3.7,7.199999999999999,15.25,9.8,9.8,15.25,1,10
4.1,5.699999999999999,5.699999999999999,4.1,12.0,11.4,11.4,12.0,1,13
4.199999999999999,5.9,5.9,4.199999999999999,9.65,16.4,16.4,9.65,1,8
4.6,2.9,2.9,4.6,11.9,12.95,12.95,11.9,1,12
7.8999999999999995,3.0,3.0,7.8999999999999995,16.55,8.3,8.3,16.55,1,4
7.3,4.6,4.6,7.3,15.850000000000001,9.65,9.65,15.850000000000001,1,9
4.8,5.1,5.1,4.8,11.899999999999999,13.5,13.5,11.899999999999999,1,10
3.4,7.800000000000001,7.800000000000001,3.4,9.15,18.2,18.2,9.15,1,4
6.0,3.9000000000000004,3.9000000000000004,6.0,14.5,9.25,9.25,14.5,1,17
2.5999999999999996,6.4,6.4,2.5999999999999996,10.45,13.95,13.95,10.45,1,15
3.4,7.5,7.5,3.4,8.85,15.149999999999999,15.149999999999999,8.85,1,9
6.300000000000001,5.4,5.4,6.300000000000001,11.850000000000001,13.65,13.65,11.850000000000001,1,8
6.4,3.2,3.2,6.4,14.5,10.8,10.8,14.5,1,6
4.9,4.3,4.3,4.9,12.75,10.899999999999999,10.899999999999999,12.75,1,10
6.3,4.0,4.0,6.3,14.399999999999999,9.7,9.7,14.399999999999999,1,4
4.1,4.6,4.6,4.1,11.8,13.2,13.2,11.8,1,13
5.5,4.3,4.3,5.5,11.2,12.55,12.55,11.2,1,11
4.6,6.0,6.0,4.6,11.55,13.100000000000001,13.100000000000001,11.55,1,13
5.2,4.9,4.9,5.2,13.35,12.2,12.2,13.35,1,11
5.6,5.7,5.7,5.6,14.0,10.95,10.95,14.0,1,7
2.9,6.5,6.5,2.9,10.75,15.8,15.8,10.75,1,4
5.9,3.5,3.5,5.9,15.7,11.75,11.75,15.7,1,11
4.7,5.6,5.6,4.7,12.2,11.1,11.1,12.2,1,15
6.7,3.0,3.0,6.7,13.75,9.7,9.7,13.75,1,7
3.9,5.0,5.0,3.9,10.75,14.899999999999999,14.899999999999999,10.75,1,7
5.6,2.5,2.5,5.6,15.899999999999999,10.85,10.85,15.899999999999999,1,13
5.2,3.8,3.8,5.2,14.1,12.1,12.1,14.1,1,7
3.0,6.0,6.0,3.0,11.0,13.0,13.0,11.0,1,12
2.4,7.4,7.4,2.4,9.6,15.3,15.3,9.6,1,11
7.199999999999999,2.3,2.3,7.199999999999999,13.55,9.1,9.1,13.55,1,10
5.5,5.199999999999999,5.199999999999999,5.5,14.5,11.5,11.5,14.5,1,9
5.199999999999999,5.1,5.1,5.199999999999999,15.95,8.95,8.95,15.95,1,7
5.300000000000001,5.1,5.1,5.300000000000001,13.1,11.05,11.05,13.1,1,13
5.2,5.199999999999999,5.199999999999999,5.2,11.25,15.350000000000001,15.350000000000001,11.25,1,10
3.4,7.0,7.0,3.4,9.6,12.6,12.6,9.6,1,9
5.4,4.6,4.6,5.4,13.2,11.05,11.05,13.2,1,12
6.1,2.9,2.9,6.1,12.5,10.95,10.95,12.5,1,11
6.0,3.1,3.1,6.0,18.15,8.6,8.6,18.15,1,4
5.0,6.5,6.5,5.0,12.0,14.0,14.0,12.0,1,7
4.6,4.9,4.9,4.6,11.75,13.899999999999999,13.899999999999999,11.75,1,11
5.0,4.6,4.6,5.0,12.8,11.5,11.5,12.8,1,9
4.0,5.1,5.1,4.0,11.55,12.399999999999999,12.399999999999999,11.55,1,4
3.6,5.1,5.1,3.6,14.85,10.7,10.7,14.85,1,15
4.4,6.8,6.8,4.4,11.850000000000001,14.3,14.3,11.850000000000001,1,4
6.0,3.9,3.9,6.0,16.4,10.7,10.7,16.4,1,8
5.6,4.6,4.6,5.6,14.350000000000001,10.8,10.8,14.350000000000001,1,10
4.55,5.05,5.05,4.55,12.95,10.95,10.95,12.95,1,8
4.1,5.75,5.75,4.1,10.2,12.15,12.15,10.2,1,7
4.7,5.3,5.3,4.7,11.05,13.15,13.15,11.05,1,8
4.800000000000001,5.2,5.2,4.800000000000001,10.8,12.100000000000001,12.100000000000001,10.8,1,4
5.65,3.5,3.5,5.65,13.35,11.05,11.05,13.35,1,10
3.5,6.199999999999999,6.199999999999999,3.5,12.8,13.0,13.0,12.8,1,11
4.9,3.8,3.8,4.9,15.850000000000001,10.85,10.85,15.850000000000001,1,11
6.1,2.6,2.6,6.1,14.55,10.0,10.0,14.55,1,5
5.300000000000001,5.1,5.1,5.300000000000001,11.4,13.15,13.15,11.4,1,16
6.300000000000001,4.5,4.5,6.300000000000001,12.85,11.4,11.4,12.85,1,12
5.3,2.5,2.5,5.3,13.5,11.2,11.2,13.5,1,8
2.2333333333333334,7.0,7.0,2.2333333333333334,11.266666666666666,10.733333333333334,10.733333333333334,11.266666666666666,1,8
4.7,4.199999999999999,4.199999999999999,4.7,11.45,12.1,12.1,11.45,1,13
4.333333333333334,4.2,4.2,4.333333333333334,12.316666666666666,11.35,11.35,12.316666666666666,1,6
6.4,4.1,4.1,6.4,12.6,10.5,10.5,12.6,1,14
4.0,7.0,7.0,4.0,10.649999999999999,14.55,14.55,10.649999999999999,1,15
5.199999999999999,5.0,5.0,5.199999999999999,12.6,11.95,11.95,12.6,1,11
4.066666666666666,5.166666666666666,5.166666666666666,4.066666666666666,12.4,14.5,14.5,12.4,1,14
4.6,3.5,3.5,4.6,15.899999999999999,8.8,8.8,15.899999999999999,1,6
4.225,4.4,4.4,4.225,10.75,10.65,10.65,10.75,1,4
3.1999999999999997,7.4,7.4,3.1999999999999997,11.9,12.45,12.45,11.9,1,16
5.6,4.4,4.4,5.6,14.85,9.25,9.25,14.85,1,10
4.699999999999999,4.6,4.6,4.699999999999999,11.4,13.55,13.55,11.4,1,12
5.3,4.9,4.9,5.3,13.9,12.0,12.0,13.9,1,9
4.175,6.125,6.125,4.175,8.8,16.3,16.3,8.8,1,9
3.9,5.6,5.6,3.9,11.85,12.8,12.8,11.85,1,12
4.55,4.8,4.8,4.55,10.125,11.2,11.2,10.125,1,11
7.3,3.0,3.0,7.3,13.55,9.7,9.7,13.55,1,7
5.3,3.0999999999999996,3.0999999999999996,5.3,14.8,9.55,9.55,14.8,1,13
